code_module,code_presentation,id_student,gender,region,highest_education,num_of_prev_attempts,studied_credits,disability,final_result,imd_band_numeric,age_0-35,age_35-55,age_55<=,weighted_grade,pass_rate,exam_taken,exam_score_filled,date,sum_click,withdrawn
FFF,2014B,305876,M,Scotland,HE Qualification,0,120,Y,Pass,55.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,97.51989730873225,2.8342124434357445,0
FFF,2014B,305918,M,South Region,A Level or Equivalent,0,60,N,Fail,25.0,True,False,False,0.0,0.8333333333333334,0.0,0.0,76.67160049951443,3.3930149220545616,0
FFF,2014B,313243,M,Wales,A Level or Equivalent,0,75,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,108.22135076608302,3.3325562130048745,0
FFF,2014B,313756,M,South Region,A Level or Equivalent,0,60,N,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,114.3339197158379,3.14595759343909,0
FFF,2014B,315025,M,East Anglian Region,HE Qualification,0,60,N,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,90.38942306803612,3.3087941482380665,0
FFF,2014B,315850,M,Scotland,A Level or Equivalent,0,60,Y,Pass,35.0,False,True,False,0.0,1.0,0.0,0.0,102.22701097988742,2.6528697426721495,0
FFF,2014B,316327,F,Scotland,Lower Than A Level,1,90,N,Fail,5.0,True,False,False,0.0,0.25,0.0,0.0,35.00082410961522,3.1453301040658834,0
FFF,2014B,316772,M,East Midlands Region,A Level or Equivalent,1,180,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,317394,F,South Region,A Level or Equivalent,0,120,N,Distinction,47.115494568324756,True,False,False,0.0,1.0,0.0,0.0,92.45529997969365,4.239491881006094,0
FFF,2014B,318068,M,South West Region,A Level or Equivalent,4,120,Y,Pass,35.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,89.40326042899157,2.4863719025086097,0
FFF,2014B,319042,M,London Region,A Level or Equivalent,3,180,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,116.75236148927794,3.6927745726301975,0
FFF,2014B,321096,M,West Midlands Region,Lower Than A Level,0,60,N,Pass,25.0,False,True,False,0.0,0.8333333333333334,0.0,0.0,82.28049541690912,2.4641784011582053,0
FFF,2014B,323688,M,East Anglian Region,Lower Than A Level,0,60,N,Withdrawn,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,324948,M,North Western Region,A Level or Equivalent,0,60,N,Pass,75.0,True,False,False,0.0,0.75,0.0,0.0,116.65906763781028,4.312527943741148,0
FFF,2014B,325089,M,West Midlands Region,Lower Than A Level,1,120,N,Pass,5.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,95.49521947154197,3.4600984325084903,0
FFF,2014B,326995,M,London Region,A Level or Equivalent,0,90,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,327616,M,North Region,A Level or Equivalent,0,90,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,101.27449893856144,2.706492986180486,0
FFF,2014B,328797,M,Scotland,HE Qualification,0,60,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,329895,M,East Anglian Region,A Level or Equivalent,2,60,N,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,330669,F,Yorkshire Region,Lower Than A Level,1,180,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,331107,M,Scotland,Lower Than A Level,0,60,N,Fail,15.0,True,False,False,0.0,0.25,0.0,0.0,71.22279181513875,3.7045891372421984,0
FFF,2014B,332237,M,South Region,HE Qualification,0,60,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,334224,M,North Western Region,Lower Than A Level,1,150,Y,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,335996,M,East Anglian Region,A Level or Equivalent,0,120,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,336163,M,Yorkshire Region,No Formal quals,1,120,N,Fail,5.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,14.17154445044538,2.1102714163642955,0
FFF,2014B,337615,M,Wales,HE Qualification,3,150,N,Fail,5.0,False,True,False,0.0,0.16666666666666666,0.0,0.0,47.60088813303099,2.8043461829176115,0
FFF,2014B,337940,M,Scotland,Lower Than A Level,0,60,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,338958,F,East Midlands Region,A Level or Equivalent,0,60,N,Fail,55.0,True,False,False,0.0,0.8333333333333334,0.0,0.0,92.57792192441977,3.696668521453004,0
FFF,2014B,339728,M,London Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,94.67154685645846,3.1509109077857547,0
FFF,2014B,339824,M,East Anglian Region,A Level or Equivalent,0,60,Y,Distinction,85.0,True,False,False,0.0,1.0,0.0,0.0,105.62868806385431,3.8606478644969693,0
FFF,2014B,339855,M,North Western Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,341044,M,South West Region,No Formal quals,1,90,N,Fail,25.0,True,False,False,0.0,0.25,0.0,0.0,65.28756836067761,2.5177159752790006,0
FFF,2014B,342089,M,North Region,HE Qualification,0,90,N,Fail,47.115494568324756,False,True,False,0.0,0.6897457158651188,0.0,0.0,-6.383333333333334,2.029166666666667,0
FFF,2014B,342125,M,London Region,HE Qualification,1,60,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,123.6610837685865,3.031074969932637,0
FFF,2014B,342234,F,South Region,Post Graduate Qualification,0,120,N,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,96.86343692743505,4.746211053039871,0
FFF,2014B,342303,M,Wales,Lower Than A Level,1,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,344409,M,East Anglian Region,A Level or Equivalent,0,90,N,Pass,85.0,False,True,False,0.0,0.75,0.0,0.0,107.15421347808423,2.1280550422545055,0
FFF,2014B,344451,M,Yorkshire Region,A Level or Equivalent,1,60,N,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,80.31138642355357,3.139642584133462,0
FFF,2014B,345442,M,Ireland,Lower Than A Level,0,60,N,Fail,5.0,True,False,False,0.0,0.25,0.0,0.0,59.774294409807226,1.7787759762962039,0
FFF,2014B,345455,M,North Region,Lower Than A Level,0,60,N,Fail,47.115494568324756,True,False,False,0.0,0.6897457158651188,0.0,0.0,87.0,1.0,0
FFF,2014B,347257,M,North Western Region,Lower Than A Level,0,120,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,348378,M,Ireland,A Level or Equivalent,0,60,N,Fail,15.0,False,True,False,0.0,0.6897457158651188,0.0,0.0,2.775100310394428,2.337482019834961,0
FFF,2014B,348855,M,Scotland,Post Graduate Qualification,0,60,N,Pass,25.0,False,True,False,0.0,1.0,0.0,0.0,108.75837581592867,3.0839645468889625,0
FFF,2014B,351181,F,East Anglian Region,HE Qualification,0,60,N,Pass,45.0,False,True,False,0.0,1.0,0.0,0.0,104.56005213166168,2.9620791843913308,0
FFF,2014B,353979,M,London Region,Lower Than A Level,0,90,N,Fail,25.0,True,False,False,0.0,0.75,0.0,0.0,84.85991300366301,4.119931318681319,0
FFF,2014B,354552,M,West Midlands Region,A Level or Equivalent,1,60,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,354988,M,Wales,Lower Than A Level,0,90,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,356371,M,North Western Region,HE Qualification,0,60,N,Pass,5.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,94.01688742611776,3.232668483832605,0
FFF,2014B,356535,M,North Western Region,A Level or Equivalent,2,120,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,362661,M,North Western Region,A Level or Equivalent,0,90,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,117.72168180081795,3.1938160098190584,0
FFF,2014B,365860,M,East Midlands Region,A Level or Equivalent,2,120,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,96.99764333838314,3.2062636310651484,0
FFF,2014B,367510,M,London Region,A Level or Equivalent,2,120,Y,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,367898,M,South East Region,A Level or Equivalent,0,120,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,91.97951699890757,4.100379419208446,0
FFF,2014B,368675,M,South Region,Lower Than A Level,0,60,N,Pass,75.0,False,True,False,0.0,1.0,0.0,0.0,101.13816934226372,4.165359223184648,0
FFF,2014B,371168,M,North Western Region,A Level or Equivalent,0,60,N,Distinction,35.0,True,False,False,0.0,1.0,0.0,0.0,81.06146586371348,2.179380731613301,0
FFF,2014B,378809,M,North Region,Lower Than A Level,0,60,N,Pass,47.115494568324756,True,False,False,0.0,1.0,0.0,0.0,84.17781651450015,3.163263036565606,0
FFF,2014B,379042,M,Wales,A Level or Equivalent,2,60,N,Distinction,55.0,True,False,False,0.0,1.0,0.0,0.0,106.18628895511725,3.175083440429834,0
FFF,2014B,379107,F,South West Region,Lower Than A Level,0,60,N,Fail,25.0,False,True,False,0.0,0.08333333333333333,0.0,0.0,50.29951104090715,2.5154467105765805,0
FFF,2014B,379769,M,Wales,A Level or Equivalent,1,120,N,Fail,35.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,38.93410038768797,1.8317414630325815,0
FFF,2014B,381365,M,North Western Region,Lower Than A Level,3,120,N,Fail,35.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,20.343341182626897,2.139566980638409,0
FFF,2014B,382857,M,South West Region,Lower Than A Level,2,180,N,Fail,25.0,True,False,False,0.0,0.5,0.0,0.0,81.00302251647487,2.8631846554738822,0
FFF,2014B,383778,M,South Region,Lower Than A Level,0,60,N,Fail,35.0,False,True,False,0.0,0.08333333333333333,0.0,0.0,4.311994443454285,3.083745314374017,0
FFF,2014B,383921,M,North Western Region,A Level or Equivalent,1,60,N,Fail,55.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,120.73953286024157,2.395006507391341,0
FFF,2014B,385547,M,North Western Region,Lower Than A Level,1,180,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,388697,M,South Region,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,98.32668753189348,3.512293194256254,0
FFF,2014B,389759,M,South West Region,HE Qualification,2,120,N,Fail,75.0,False,True,False,0.0,0.8333333333333334,0.0,0.0,81.97446318322768,3.645799268142284,0
FFF,2014B,389773,F,East Midlands Region,A Level or Equivalent,2,120,Y,Fail,15.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,59.11262754871371,2.2888497476390492,0
FFF,2014B,391114,M,South East Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,76.6630208120114,3.5558057680689195,0
FFF,2014B,392207,M,South West Region,HE Qualification,0,60,N,Fail,65.0,True,False,False,0.0,0.5833333333333334,0.0,0.0,49.911323523856204,2.3169964944767996,0
FFF,2014B,395188,F,Yorkshire Region,Lower Than A Level,0,90,N,Fail,55.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,88.12845207993513,5.493799773672655,0
FFF,2014B,395758,M,North Region,HE Qualification,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,395814,M,North Western Region,A Level or Equivalent,1,120,N,Fail,45.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,62.9,2.07,0
FFF,2014B,398357,M,East Anglian Region,Lower Than A Level,0,90,N,Withdrawn,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,398439,M,North Western Region,A Level or Equivalent,0,210,N,Pass,35.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,105.7985703054629,4.015124439434167,0
FFF,2014B,399863,M,West Midlands Region,A Level or Equivalent,1,270,N,Fail,35.0,True,False,False,0.0,0.6897457158651188,0.0,0.0,13.4,1.6,0
FFF,2014B,400252,M,North Western Region,Lower Than A Level,1,210,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,95.76970159135479,6.464512848727545,0
FFF,2014B,402200,M,London Region,A Level or Equivalent,0,60,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,402449,M,East Anglian Region,A Level or Equivalent,0,120,N,Fail,95.0,True,False,False,0.0,1.0,0.0,0.0,85.03586540941811,4.235474472752486,0
FFF,2014B,402502,M,West Midlands Region,A Level or Equivalent,0,60,N,Distinction,75.0,True,False,False,0.0,1.0,0.0,0.0,102.26533338435067,3.386616589548962,0
FFF,2014B,402806,F,North Western Region,A Level or Equivalent,0,270,N,Pass,5.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,96.89845875038891,3.3973081020385965,0
FFF,2014B,404170,F,London Region,A Level or Equivalent,1,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,172.76408881022974,4.318168389256072,0
FFF,2014B,405192,F,East Midlands Region,A Level or Equivalent,1,90,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,81.80875906073398,3.035402979392154,0
FFF,2014B,405775,M,Yorkshire Region,A Level or Equivalent,0,60,Y,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,103.20423421769914,3.46005458722564,0
FFF,2014B,405963,M,London Region,A Level or Equivalent,1,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,406116,F,North Western Region,Lower Than A Level,0,120,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,407500,M,East Anglian Region,A Level or Equivalent,1,60,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,107.2334074984911,3.3303263907519813,0
FFF,2014B,408105,M,West Midlands Region,A Level or Equivalent,1,60,N,Fail,15.0,False,True,False,0.0,0.25,0.0,0.0,100.02184077184077,3.0887000387000385,0
FFF,2014B,408353,M,South East Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,68.54056876300137,5.883504817105587,0
FFF,2014B,409651,M,South West Region,A Level or Equivalent,0,120,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,144.16262755102042,3.2386550453514737,0
FFF,2014B,409949,M,East Midlands Region,A Level or Equivalent,0,90,N,Fail,85.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,37.51528315982263,2.168615529207634,0
FFF,2014B,410199,M,South West Region,A Level or Equivalent,0,120,N,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,112.56071755561653,3.0024699427918238,0
FFF,2014B,410666,M,West Midlands Region,A Level or Equivalent,3,120,N,Fail,25.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,46.235784831473794,3.4283762182130433,0
FFF,2014B,411939,M,South Region,A Level or Equivalent,2,150,N,Fail,45.0,False,True,False,0.0,0.6897457158651188,0.0,0.0,17.51851851851852,3.111111111111111,0
FFF,2014B,412387,F,South East Region,A Level or Equivalent,0,60,Y,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,412695,M,West Midlands Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,116.15824945121288,2.598166209000995,0
FFF,2014B,413200,M,South East Region,HE Qualification,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,97.9571092738944,3.0512112388957657,0
FFF,2014B,414258,F,Scotland,A Level or Equivalent,1,90,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,123.37029246489438,3.761177688461198,0
FFF,2014B,416302,M,East Anglian Region,A Level or Equivalent,0,60,Y,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,88.00821743572271,4.572839270247248,0
FFF,2014B,417184,M,South Region,A Level or Equivalent,0,60,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,97.6150646178972,4.394867741351683,0
FFF,2014B,417805,M,Wales,HE Qualification,1,120,N,Fail,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0
FFF,2014B,418218,M,London Region,Lower Than A Level,0,60,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,92.43483854347566,3.659855241393667,0
FFF,2014B,419284,M,South West Region,HE Qualification,0,90,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,126.76802903286966,3.9367580955781847,0
FFF,2014B,420042,F,Yorkshire Region,HE Qualification,0,150,N,Pass,45.0,False,True,False,0.0,1.0,0.0,0.0,98.24582570520823,3.348238871040878,0
FFF,2014B,421179,M,West Midlands Region,Lower Than A Level,0,60,Y,Fail,25.0,True,False,False,0.0,0.25,0.0,0.0,39.392904918546364,2.941436925647452,0
FFF,2014B,421989,M,East Midlands Region,A Level or Equivalent,1,90,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,422250,M,Yorkshire Region,A Level or Equivalent,3,180,N,Fail,85.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,26.935185185185187,1.712962962962963,0
FFF,2014B,422530,M,Scotland,A Level or Equivalent,0,150,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,101.17773801974816,4.587550389528037,0
FFF,2014B,422626,F,South West Region,A Level or Equivalent,0,180,N,Pass,35.0,False,True,False,0.0,0.9166666666666666,0.0,0.0,128.85255975081444,3.868734086785153,0
FFF,2014B,422697,M,East Anglian Region,A Level or Equivalent,0,60,N,Distinction,25.0,False,True,False,0.0,1.0,0.0,0.0,70.90352155453145,2.909880729248963,0
FFF,2014B,423648,M,Ireland,Lower Than A Level,1,90,N,Fail,55.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,59.773291925465834,2.6677018633540373,0
FFF,2014B,425332,M,South East Region,A Level or Equivalent,1,60,Y,Fail,25.0,False,True,False,0.0,0.3333333333333333,0.0,0.0,15.251707384484417,3.2087541341439607,0
FFF,2014B,426782,F,London Region,Lower Than A Level,0,90,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,427276,F,South Region,A Level or Equivalent,0,120,N,Withdrawn,95.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,427485,M,South West Region,Lower Than A Level,1,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,428068,M,Wales,Lower Than A Level,1,90,N,Fail,45.0,True,False,False,0.0,0.6897457158651188,0.0,0.0,6.173469387755103,3.139455782312925,0
FFF,2014B,429015,M,Ireland,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,115.36311484448738,3.0033504984485377,0
FFF,2014B,430516,M,East Midlands Region,Lower Than A Level,0,60,N,Fail,15.0,False,True,False,0.0,0.25,0.0,0.0,15.010028248587572,2.654647565240786,0
FFF,2014B,430625,M,South East Region,Lower Than A Level,2,180,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,431987,M,North Western Region,A Level or Equivalent,1,120,N,Distinction,35.0,True,False,False,0.0,1.0,0.0,0.0,96.04697664855603,4.572956820057437,0
FFF,2014B,435446,M,Yorkshire Region,A Level or Equivalent,0,90,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,90.55088994373756,4.442094035070001,0
FFF,2014B,436481,M,South East Region,HE Qualification,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,90.39690673640945,3.2953729223562815,0
FFF,2014B,436590,F,Scotland,A Level or Equivalent,0,75,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,102.80131090556796,3.4730265825681967,0
FFF,2014B,437303,M,North Western Region,A Level or Equivalent,2,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,437529,M,South Region,A Level or Equivalent,0,60,N,Withdrawn,85.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,438796,M,South Region,Post Graduate Qualification,0,120,N,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,88.40909356524344,3.607832936800874,0
FFF,2014B,439433,M,London Region,A Level or Equivalent,0,120,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,96.00370685986742,3.8517329609345214,0
FFF,2014B,439633,M,East Midlands Region,A Level or Equivalent,1,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,58.74448726348911,3.101288190365537,0
FFF,2014B,439896,M,South Region,Lower Than A Level,1,90,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,440559,M,South West Region,HE Qualification,0,120,N,Pass,35.0,False,True,False,0.0,1.0,0.0,0.0,96.34780920781205,2.79184110473398,0
FFF,2014B,441073,F,West Midlands Region,Lower Than A Level,0,120,N,Fail,5.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,30.283994708994708,2.652100122100122,0
FFF,2014B,442753,M,North Western Region,A Level or Equivalent,2,210,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,442819,M,North Western Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,443007,M,North Western Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,86.0493626507044,3.0795970903546874,0
FFF,2014B,444574,M,South East Region,A Level or Equivalent,0,60,N,Fail,35.0,False,True,False,0.0,0.9166666666666666,0.0,0.0,97.70326737193254,3.334669132664456,0
FFF,2014B,444718,M,South West Region,A Level or Equivalent,0,60,N,Fail,35.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,12.73773681515617,2.75402339595888,0
FFF,2014B,445605,M,London Region,No Formal quals,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,445818,F,East Anglian Region,Lower Than A Level,0,60,Y,Fail,75.0,False,True,False,0.0,0.08333333333333333,0.0,0.0,19.173511118511115,2.3974199874199873,0
FFF,2014B,445947,M,Scotland,Lower Than A Level,0,120,N,Fail,75.0,True,False,False,0.0,1.0,0.0,0.0,80.81790247883158,6.519790169998279,0
FFF,2014B,447036,M,East Anglian Region,Lower Than A Level,3,150,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,465175,M,Scotland,Lower Than A Level,2,60,N,Pass,65.0,True,False,False,0.0,0.8333333333333334,0.0,0.0,161.71507579243087,4.4244469365846175,0
FFF,2014B,465421,M,West Midlands Region,HE Qualification,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,122.47240511455611,4.000646650406622,0
FFF,2014B,466347,M,Ireland,A Level or Equivalent,2,60,N,Fail,5.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,121.64850412757967,2.553030484432287,0
FFF,2014B,466576,M,Scotland,Post Graduate Qualification,0,75,N,Fail,55.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,114.7886519465505,3.769816088366813,0
FFF,2014B,467582,M,South Region,A Level or Equivalent,1,210,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,100.20935978218836,3.8230094146623372,0
FFF,2014B,468730,M,East Midlands Region,A Level or Equivalent,1,60,Y,Fail,15.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,26.16629915900749,4.854680627597294,0
FFF,2014B,469977,M,Wales,Lower Than A Level,0,60,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,60.626158166532534,3.2096402641572177,0
FFF,2014B,470619,F,Scotland,A Level or Equivalent,0,120,N,Pass,35.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,108.69162412468431,3.1364399523794524,0
FFF,2014B,472120,M,North Region,A Level or Equivalent,2,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,73.7871902362215,3.633608804476753,0
FFF,2014B,472341,M,Scotland,A Level or Equivalent,0,60,Y,Fail,95.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,16.548096892940585,2.7003202954117937,0
FFF,2014B,472810,M,East Anglian Region,Lower Than A Level,1,60,N,Fail,75.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,47.407575757575756,2.681939393939394,0
FFF,2014B,474677,M,London Region,Lower Than A Level,1,60,N,Fail,25.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,40.34943977591036,3.0077731092436975,0
FFF,2014B,475811,M,London Region,Lower Than A Level,1,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,97.56494357163373,4.2625262599223275,0
FFF,2014B,476912,M,Ireland,A Level or Equivalent,1,60,N,Fail,35.0,True,False,False,0.0,0.08333333333333333,0.0,0.0,34.016,3.021333333333333,0
FFF,2014B,477069,M,East Midlands Region,Lower Than A Level,1,120,Y,Fail,35.0,True,False,False,0.0,0.6897457158651188,0.0,0.0,-10.227272727272727,2.0606060606060606,0
FFF,2014B,477588,M,South Region,A Level or Equivalent,0,90,N,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,93.78736605036777,3.4192262958694712,0
FFF,2014B,477812,M,Scotland,Lower Than A Level,2,120,Y,Distinction,75.0,True,False,False,0.0,1.0,0.0,0.0,221.77466666666666,4.235166666666666,0
FFF,2014B,477833,M,London Region,Lower Than A Level,0,60,Y,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,478073,F,South Region,A Level or Equivalent,0,150,Y,Pass,75.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,67.40613298831545,3.9785399573264995,0
FFF,2014B,479061,M,South Region,A Level or Equivalent,0,60,N,Distinction,65.0,True,False,False,0.0,1.0,0.0,0.0,93.94709752422519,3.6607857272750888,0
FFF,2014B,480531,M,East Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,481210,F,South Region,Lower Than A Level,0,60,N,Fail,95.0,True,False,False,0.0,0.25,0.0,0.0,74.47636071670047,4.4848081473968895,0
FFF,2014B,482445,M,Scotland,HE Qualification,1,120,N,Fail,35.0,True,False,False,0.0,0.6897457158651188,0.0,0.0,11.2,2.1666666666666665,0
FFF,2014B,482843,F,Ireland,Lower Than A Level,0,60,N,Pass,47.115494568324756,False,True,False,0.0,1.0,0.0,0.0,95.96891908617377,3.0367912360248055,0
FFF,2014B,483195,M,North Region,Lower Than A Level,1,120,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
FFF,2014B,483389,F,North Region,Lower Than A Level,0,60,N,Pass,47.115494568324756,False,True,False,0.0,1.0,0.0,0.0,101.10730255669311,2.9263040579301327,0
FFF,2014B,483975,M,North Region,Lower Than A Level,1,120,N,Pass,47.115494568324756,True,False,False,0.0,0.9166666666666666,0.0,0.0,88.07586685912958,2.9159705407586767,0
FFF,2014B,484075,M,Wales,A Level or Equivalent,1,90,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,139.84116430241502,4.159098272119403,0
