code_module;code_presentation;id_student;gender;region;highest_education;num_of_prev_attempts;studied_credits;disability;imd_band_numeric;age_0-35;age_35-55;age_55<=;weighted_grade;pass_rate;exam_taken;exam_score_filled;date;sum_click;withdrawn
BBB;2013J;2072166;F;South Region;Lower Than A Level;0;60;Y;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2013J;528961;F;Scotland;A Level or Equivalent;0;30;N;85.0;True;False;False;0.0;0.8558041112454655;0.0;0.0;4.681481481481481;2.2074074074074073;0
BBB;2014J;290184;F;East Anglian Region;HE Qualification;0;120;N;95.0;True;False;False;0.0;1.0;0.0;0.0;130.35060817805382;1.9849120082815737;0
BBB;2013B;127209;F;Scotland;A Level or Equivalent;1;180;Y;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014B;306944;F;South East Region;A Level or Equivalent;2;120;N;55.0;True;False;False;0.0;0.5;0.0;0.0;45.8339156268568;2.032554961378491;0
CCC;2014B;596035;M;Scotland;A Level or Equivalent;0;105;N;55.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;411939;M;South Region;A Level or Equivalent;1;180;N;45.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;2242383;M;West Midlands Region;A Level or Equivalent;0;90;N;65.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014J;384266;F;West Midlands Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;391578;M;East Anglian Region;Lower Than A Level;0;60;N;35.0;False;True;False;0.0;0.5;0.0;0.0;50.404330224912925;1.543266201217329;0
BBB;2014B;617764;F;Wales;Lower Than A Level;0;75;N;75.0;True;False;False;0.0;1.0;0.0;0.0;111.31417112299465;2.5736408199643495;0
CCC;2014B;562585;F;South East Region;No Formal quals;0;90;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014J;643168;M;North Western Region;A Level or Equivalent;0;120;N;5.0;True;False;False;0.0;1.0;0.0;0.0;103.58529632151837;3.6708131153183685;0
FFF;2013J;584550;F;London Region;Lower Than A Level;0;90;N;45.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;139.36629832172858;3.6235781449092026;0
GGG;2013J;584512;F;South Region;A Level or Equivalent;0;30;N;85.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;0
BBB;2014J;683630;F;South Region;Lower Than A Level;0;60;N;75.0;False;True;False;0.0;0.8;0.0;0.0;93.89021681096682;2.8622059884559885;0
BBB;2014B;620486;F;Wales;A Level or Equivalent;0;90;N;65.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;626862;M;East Anglian Region;HE Qualification;0;60;N;75.0;True;False;False;0.0;0.5;1.0;94.0;125.05543932187067;2.4439528350450574;0
BBB;2014B;626951;F;Wales;A Level or Equivalent;0;60;N;85.0;False;True;False;0.0;0.9090909090909091;0.0;0.0;116.65782140922359;1.7258937166597905;0
DDD;2014J;1209065;M;South West Region;HE Qualification;0;60;N;75.0;False;False;True;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;605070;M;North Region;A Level or Equivalent;0;120;N;47.115494568324756;True;False;False;0.0;0.16666666666666666;0.0;0.0;16.8837513061651;1.8988923719958202;0
BBB;2014B;618151;F;Wales;Lower Than A Level;0;60;Y;55.0;False;True;False;0.0;0.9090909090909091;0.0;0.0;73.51507659916673;2.301194631794615;0
DDD;2014B;623015;F;Wales;A Level or Equivalent;0;90;N;5.0;True;False;False;0.0;0.6337579617834395;0.554140127388535;38.28768577494692;16.583333333333332;3.138888888888889;0
FFF;2013B;537980;M;Scotland;HE Qualification;0;60;N;15.0;True;False;False;0.0;1.0;0.0;0.0;102.21973052692789;3.7239780807918472;0
FFF;2014J;682482;M;Yorkshire Region;Lower Than A Level;0;120;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;583540;M;South West Region;A Level or Equivalent;0;60;N;35.0;False;True;False;0.0;1.0;1.0;69.0;101.69598937461006;1.7399351319178906;0
EEE;2014J;642839;F;West Midlands Region;Lower Than A Level;0;150;N;5.0;True;False;False;0.0;1.0;0.0;0.0;99.27249133337067;4.233609273339697;0
DDD;2014B;90537;F;Scotland;A Level or Equivalent;0;60;Y;95.0;True;False;False;0.0;1.0;1.0;69.0;88.03164145358426;1.1967840485838803;0
FFF;2014B;561215;M;East Anglian Region;Lower Than A Level;0;60;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013B;2139037;F;East Anglian Region;HE Qualification;0;120;N;95.0;True;False;False;0.0;1.0;0.0;0.0;102.2606073914129;2.642501907804551;0
CCC;2014J;402378;M;Yorkshire Region;HE Qualification;0;40;N;75.0;True;False;False;0.0;0.875;1.0;40.0;83.83560348668512;2.0537514448531966;0
DDD;2014B;596906;M;Scotland;A Level or Equivalent;1;120;N;95.0;True;False;False;0.0;0.3333333333333333;0.0;0.0;17.604880066170388;1.2220016542597187;0
CCC;2014B;598321;M;South Region;HE Qualification;0;60;N;85.0;False;True;False;0.0;1.0;1.0;84.0;107.67517802259738;1.6865134028037254;0
EEE;2013J;607835;M;South Region;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;1.0;0.0;0.0;112.2007993591896;2.9731931879347613;0
GGG;2013J;589990;F;South East Region;Lower Than A Level;0;30;Y;65.0;False;True;False;0.0;0.6666666666666666;0.0;0.0;165.8450275838787;4.060810994878501;0
FFF;2014J;2537777;M;West Midlands Region;Lower Than A Level;1;120;Y;15.0;True;False;False;0.0;0.75;0.0;0.0;105.23825333587982;4.026433107074584;0
FFF;2014J;277384;M;London Region;Lower Than A Level;0;120;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014B;623115;M;East Midlands Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;0.5;0.0;0.0;33.12778804528804;4.707511655011655;0
AAA;2013J;2691244;M;South Region;A Level or Equivalent;0;180;N;45.0;False;True;False;0.0;0.8;0.0;0.0;103.11327494211214;2.67092318534179;0
BBB;2014J;642600;F;West Midlands Region;Lower Than A Level;0;90;N;45.0;False;True;False;0.0;0.6;0.0;0.0;84.23271349862259;2.7192378328741964;0
EEE;2013J;1638548;M;Scotland;A Level or Equivalent;0;130;N;55.0;False;True;False;0.0;0.75;0.0;0.0;92.66587011379995;3.7297305706192683;0
DDD;2013J;130467;M;West Midlands Region;A Level or Equivalent;0;60;N;75.0;True;False;False;0.0;1.0;1.0;49.0;90.50246770684369;2.01469242492156;0
BBB;2013J;284906;F;East Midlands Region;A Level or Equivalent;2;60;N;75.0;True;False;False;0.0;1.0;0.0;0.0;125.74906806156805;1.7923656204906206;0
BBB;2014J;490299;F;South Region;Lower Than A Level;0;60;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2013J;579203;F;London Region;A Level or Equivalent;0;30;N;35.0;False;True;False;0.0;1.0;0.0;0.0;120.79767474934225;1.9775723529830052;0
CCC;2014J;594052;M;North Western Region;A Level or Equivalent;1;30;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;680464;M;Ireland;A Level or Equivalent;0;120;N;85.0;True;False;False;0.0;1.0;0.0;0.0;98.34783583062534;3.8206408356831374;0
BBB;2014J;645371;F;East Anglian Region;Lower Than A Level;0;60;N;55.0;True;False;False;0.0;0.2;0.0;0.0;13.58235294117647;1.5735294117647058;0
EEE;2014J;641195;M;South East Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;0.5;0.0;0.0;40.36770833333333;март.25;0
FFF;2013J;442432;M;South West Region;Lower Than A Level;2;100;N;15.0;True;False;False;0.0;0.7045980078263963;0.0;0.0;33.57142857142857;2.5476190476190474;0
BBB;2014J;646482;F;North Region;Lower Than A Level;0;60;N;25.0;False;True;False;0.0;0.8;0.0;0.0;87.89547217195229;2.8923897172338253;0
DDD;2014J;573742;M;East Anglian Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;1.0;1.0;56.0;140.93734093067425;1.7886229819563153;0
CCC;2014J;631356;M;South Region;HE Qualification;0;60;N;75.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;674406;M;East Midlands Region;A Level or Equivalent;0;120;N;35.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;101.57232671779963;4.448392754663691;0
AAA;2014J;2369415;M;London Region;A Level or Equivalent;0;60;N;45.0;False;True;False;0.0;0.8;0.0;0.0;84.51998556998556;3.3344103051420126;0
EEE;2014J;686462;M;Wales;A Level or Equivalent;0;60;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;281118;F;East Midlands Region;Lower Than A Level;1;70;N;75.0;True;False;False;0.0;0.6923076923076923;1.0;53.0;91.37851359167149;2.081010539168434;0
EEE;2014B;624782;F;East Anglian Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;1.0;0.0;0.0;102.390093683632;4.827220318797859;0
BBB;2013J;510868;F;London Region;A Level or Equivalent;0;90;N;35.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;630029;M;London Region;HE Qualification;0;120;N;25.0;True;False;False;0.0;0.6363636363636364;0.0;0.0;112.85782520325203;1.559545028142589;0
FFF;2014B;574028;M;Wales;A Level or Equivalent;0;180;Y;35.0;True;False;False;0.0;1.0;0.0;0.0;96.60300215833334;3.6602562775060554;0
DDD;2014J;645434;F;North Western Region;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;1.0;1.0;62.0;100.57599123763143;1.5045795196757001;0
FFF;2013B;335242;M;East Anglian Region;A Level or Equivalent;0;60;N;95.0;False;True;False;0.0;1.0;0.0;0.0;77.24629659789244;3.2441168990461207;0
CCC;2014B;570967;F;London Region;Lower Than A Level;0;60;N;35.0;False;True;False;0.0;0.375;1.0;40.0;112.0611445634257;2.7488664438833883;0
DDD;2014J;621659;F;South East Region;Lower Than A Level;1;90;N;85.0;True;False;False;0.0;0.6666666666666666;0.0;0.0;69.63993258816224;1.6686144393241167;0
AAA;2013J;106247;M;South Region;HE Qualification;0;60;N;85.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014B;256867;M;Yorkshire Region;A Level or Equivalent;0;30;N;85.0;False;True;False;0.0;1.0;0.0;0.0;96.18111477165606;5.063422225915392;0
FFF;2014B;614764;F;Yorkshire Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;1.0;0.0;0.0;85.44169832210365;4.064353503766047;0
EEE;2014J;684473;F;London Region;A Level or Equivalent;0;90;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;488431;M;North Region;Lower Than A Level;0;90;Y;47.115494568324756;True;False;False;0.0;0.625;1.0;48.0;135.62712355212355;2.2245817245817245;0
FFF;2014B;484675;M;North Western Region;Lower Than A Level;2;120;Y;5.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2013J;599009;F;East Anglian Region;Lower Than A Level;0;30;N;75.0;True;False;False;0.0;1.0;0.0;0.0;121.31748641363596;3.278207667828204;0
DDD;2013J;603034;M;South East Region;HE Qualification;0;60;N;75.0;True;False;False;0.0;1.0;1.0;60.0;93.17905434409106;1.8795483834753228;0
BBB;2014J;675165;F;Yorkshire Region;HE Qualification;0;60;N;35.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;677323;F;Yorkshire Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;172965;M;Scotland;Post Graduate Qualification;0;150;N;65.0;False;True;False;0.0;1.0;1.0;96.0;127.57451097839555;2.732383844523134;0
GGG;2014J;682001;F;South Region;Lower Than A Level;0;30;N;95.0;True;False;False;0.0;1.0;0.0;0.0;129.5162811451417;2.8234950976892508;0
BBB;2013B;429494;F;East Midlands Region;Lower Than A Level;2;240;N;25.0;True;False;False;0.0;0.2727272727272727;0.0;0.0;27.463194444444444;2.299503968253968;0
BBB;2013J;2690077;M;Yorkshire Region;A Level or Equivalent;2;75;N;55.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;2655683;M;West Midlands Region;No Formal quals;0;60;N;35.0;True;False;False;0.0;0.6153846153846154;1.0;33.0;67.9704533622448;1.443558426125271;0
BBB;2013J;352161;F;Ireland;Lower Than A Level;2;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;585222;F;West Midlands Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;0.6666666666666666;0.0;0.0;83.34719317417873;3.2045525215498065;0
EEE;2013J;573292;M;Ireland;A Level or Equivalent;0;75;N;45.0;True;False;False;0.0;1.0;0.0;0.0;88.88241040720334;4.378471185079972;0
BBB;2014J;606239;F;Scotland;HE Qualification;0;60;N;65.0;False;True;False;0.0;0.8;0.0;0.0;80.49191942570556;1.8233222770361355;0
DDD;2014B;323659;F;West Midlands Region;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;548872;M;South West Region;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;581520;M;East Anglian Region;Lower Than A Level;0;60;N;55.0;False;True;False;0.0;1.0;0.0;0.0;108.10461480446514;3.7431486530195315;0
GGG;2013J;608306;F;Yorkshire Region;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;0.3333333333333333;0.0;0.0;83.64930555555556;3.8333333333333335;0
DDD;2013J;2577480;M;North Western Region;Lower Than A Level;0;120;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013J;141949;F;East Anglian Region;Lower Than A Level;1;60;N;25.0;True;False;False;0.0;1.0;0.0;0.0;110.2831783824641;2.09150604686319;0
BBB;2014B;597882;F;East Midlands Region;A Level or Equivalent;0;150;N;35.0;False;True;False;0.0;0.9090909090909091;0.0;0.0;99.85700141035436;1.902841970121382;0
BBB;2014B;625581;F;North Western Region;Lower Than A Level;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;618710;F;North Western Region;A Level or Equivalent;0;120;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;431014;M;East Anglian Region;A Level or Equivalent;0;90;N;55.0;True;False;False;0.0;0.0;0.0;0.0;36.71168154761905;6.588293650793651;0
FFF;2013J;2686609;M;South West Region;A Level or Equivalent;1;60;Y;35.0;True;False;False;0.0;1.0;0.0;0.0;95.59267962382665;3.3272111358750323;0
FFF;2014J;689751;M;North Western Region;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;522257;M;Yorkshire Region;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;1.0;1.0;54.0;87.3170621810764;2.055099987667666;0
GGG;2014J;641504;F;East Anglian Region;Lower Than A Level;0;30;Y;25.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;582416;M;North Region;A Level or Equivalent;0;60;N;47.115494568324756;True;False;False;0.0;1.0;1.0;84.0;72.39959964950602;1.7489741665906782;0
FFF;2013J;599994;M;North Region;A Level or Equivalent;0;60;N;75.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;1631797;M;East Midlands Region;Lower Than A Level;0;60;N;75.0;False;True;False;0.0;0.6666666666666666;0.0;0.0;102.10862161350498;3.2121470104477288;0
FFF;2014J;390070;M;North Region;A Level or Equivalent;0;60;N;35.0;False;True;False;0.0;0.5;0.0;0.0;93.60566162532704;3.1531755699184214;0
DDD;2013B;244875;M;East Anglian Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;0.8461538461538461;1.0;53.0;97.49118105055605;1.5774818774818775;0
BBB;2013J;108760;F;London Region;Lower Than A Level;3;60;N;35.0;False;True;False;0.0;0.7272727272727273;0.0;0.0;105.19890102699877;2.31967786473576;0
EEE;2013J;581340;M;Scotland;HE Qualification;0;60;N;95.0;True;False;False;0.0;1.0;0.0;0.0;114.18471235235937;4.610255449552891;0
DDD;2013J;514495;M;South East Region;A Level or Equivalent;0;90;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
AAA;2014J;348807;M;East Midlands Region;A Level or Equivalent;0;60;N;85.0;False;True;False;0.0;1.0;0.0;0.0;65.88801264095382;2.201080945198592;0
CCC;2014B;634217;M;Scotland;Lower Than A Level;0;60;N;75.0;False;True;False;0.0;1.0;1.0;100.0;89.86168358053604;2.677465521727817;0
FFF;2014J;649258;M;Wales;A Level or Equivalent;0;120;N;75.0;True;False;False;0.0;1.0;0.0;0.0;133.5455763474221;3.811050155993133;0
AAA;2014J;1471214;M;East Midlands Region;A Level or Equivalent;0;60;N;65.0;False;True;False;0.0;1.0;0.0;0.0;120.59815924815925;4.362161912161913;0
BBB;2014J;2520649;F;Ireland;Lower Than A Level;0;60;N;85.0;False;True;False;0.0;1.0;0.0;0.0;102.65215873015873;2.503064935064935;0
CCC;2014B;633455;M;North Western Region;Lower Than A Level;0;60;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;363416;F;London Region;Lower Than A Level;0;240;N;35.0;True;False;False;0.0;1.0;0.0;0.0;86.04421470342523;1.7674185463659147;0
FFF;2013J;558205;M;Scotland;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;653297;M;North Region;Lower Than A Level;0;60;N;47.115494568324756;True;False;False;0.0;1.0;0.0;0.0;107.78170308902507;2.9781791030273905;0
FFF;2013B;554256;M;East Anglian Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;1.0;0.0;0.0;67.83693036512851;4.575706975772765;0
DDD;2014J;485612;F;South Region;A Level or Equivalent;0;180;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;2308528;M;Scotland;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;0.8181818181818182;0.0;0.0;92.69937840056127;1.5772062726986003;0
BBB;2014B;579720;F;West Midlands Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;0.8181818181818182;0.0;0.0;97.29200886028171;1.9355978206885591;0
BBB;2013B;509737;F;Scotland;Lower Than A Level;1;120;N;15.0;False;True;False;0.0;0.7314562719968125;0.0;0.0;-3.75;янв.25;0
AAA;2013J;2620584;M;West Midlands Region;A Level or Equivalent;0;60;Y;45.0;True;False;False;7.983246575342466;0.8717808219178081;0.0;0.0;3.0627450980392155;2.488235294117647;0
FFF;2013J;579278;M;South West Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;1.0;0.0;0.0;118.69289436348703;3.227047297387855;0
GGG;2014B;634986;F;East Midlands Region;A Level or Equivalent;0;30;N;15.0;False;True;False;0.0;1.0;0.0;0.0;124.6890312352047;2.8873648177219606;0
FFF;2013J;595330;M;West Midlands Region;A Level or Equivalent;0;120;N;85.0;True;False;False;0.0;1.0;0.0;0.0;107.31080082642241;3.8779907058105967;0
BBB;2014J;560208;M;East Anglian Region;Lower Than A Level;1;60;N;45.0;True;False;False;0.0;1.0;0.0;0.0;115.68340336134455;2.6219887955182073;0
FFF;2014B;625073;M;West Midlands Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;0.6897457158651188;0.0;0.0;25.0;3.0;0
BBB;2013J;547266;F;Yorkshire Region;HE Qualification;0;60;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;616831;M;North Western Region;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;0.75;1.0;54.0;80.38604661331935;1.9543604333377063;0
DDD;2013B;534910;M;South West Region;Lower Than A Level;0;90;N;15.0;True;False;False;0.0;0.9230769230769231;1.0;64.0;73.3408362123811;1.5948088956536444;0
CCC;2014B;613133;M;North Region;Post Graduate Qualification;0;60;N;47.115494568324756;True;False;False;0.0;1.0;1.0;94.0;108.61327181663358;1.9789931986835867;0
CCC;2014B;585464;M;South Region;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;636712;F;East Anglian Region;A Level or Equivalent;0;120;Y;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;686411;F;Scotland;HE Qualification;0;60;N;55.0;False;False;True;0.0;1.0;1.0;98.0;76.42523917888076;3.3553112132484504;0
FFF;2014J;536963;F;South Region;A Level or Equivalent;0;180;N;65.0;False;True;False;0.0;1.0;0.0;0.0;105.24355274776774;3.969520672736083;0
DDD;2013B;495298;F;South West Region;A Level or Equivalent;0;60;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014B;632482;M;South East Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;0.16666666666666666;0.0;0.0;26.265811965811963;1.3972222222222221;0
BBB;2013J;2383103;F;West Midlands Region;Lower Than A Level;3;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;511524;F;Yorkshire Region;Lower Than A Level;0;60;N;45.0;True;False;False;0.0;0.9090909090909091;0.0;0.0;119.22053156518056;1.7195494447346462;0
FFF;2014J;680506;F;East Anglian Region;HE Qualification;0;60;N;85.0;True;False;False;0.0;1.0;0.0;0.0;153.72496101964532;3.6245480495722697;0
CCC;2014B;627711;M;West Midlands Region;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014J;655484;M;East Anglian Region;A Level or Equivalent;0;90;Y;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;651493;F;West Midlands Region;Lower Than A Level;0;120;N;65.0;True;False;False;0.0;1.0;1.0;53.0;93.01119877298744;2.0345663929823137;0
FFF;2014B;470619;F;Scotland;A Level or Equivalent;0;120;N;35.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;108.69162412468431;3.1364399523794524;0
BBB;2013J;496091;F;Yorkshire Region;Lower Than A Level;1;60;N;5.0;True;False;False;0.0;0.09090909090909091;0.0;0.0;13.120833333333334;1.9983333333333335;0
GGG;2014J;644441;F;London Region;Lower Than A Level;0;30;N;15.0;True;False;False;0.0;1.0;0.0;0.0;151.09349816849817;2.2105742687264427;0
GGG;2014J;657093;M;London Region;No Formal quals;0;60;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014J;336014;M;Scotland;HE Qualification;0;120;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;1064492;M;South Region;HE Qualification;0;120;N;95.0;False;True;False;0.0;1.0;0.0;0.0;92.47531231898807;3.0338813631619117;0
EEE;2013J;581533;M;South West Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;1.0;0.0;0.0;84.78678776683087;2.3713401067323483;0
EEE;2014B;2569912;M;Ireland;A Level or Equivalent;0;60;N;47.115494568324756;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;335405;M;East Anglian Region;A Level or Equivalent;0;60;N;55.0;True;False;False;0.0;1.0;1.0;98.0;123.8880213276407;2.880953736846903;0
FFF;2013J;133718;M;North Western Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;0.16666666666666666;0.0;0.0;14.807500436071866;2.3175948767785504;0
EEE;2014B;244166;M;West Midlands Region;A Level or Equivalent;0;30;N;25.0;True;False;False;0.0;0.75;0.0;0.0;89.37531461357993;3.7869057435383966;0
BBB;2013B;355998;F;Wales;A Level or Equivalent;0;180;N;45.0;True;False;False;0.0;0.09090909090909091;0.0;0.0;11.152380952380952;1.2761904761904763;0
BBB;2013J;604292;F;North Western Region;A Level or Equivalent;0;60;N;15.0;False;True;False;0.0;1.0;0.0;0.0;129.24536040095202;2.6056096932782573;0
CCC;2014J;124711;M;London Region;Lower Than A Level;0;60;N;15.0;False;False;True;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014J;363213;M;Scotland;A Level or Equivalent;0;60;N;25.0;True;False;False;0.0;1.0;0.0;0.0;106.71336642284919;2.126924416579589;0
DDD;2013B;2707979;F;East Midlands Region;Lower Than A Level;0;120;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0
BBB;2014J;679057;M;London Region;HE Qualification;0;120;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;601517;M;West Midlands Region;A Level or Equivalent;0;30;N;85.0;True;False;False;0.0;0.75;1.0;32.0;125.79514434922598;2.2160045547800653;0
DDD;2013J;590443;F;South West Region;A Level or Equivalent;0;90;N;35.0;True;False;False;0.0;1.0;1.0;67.0;90.06326201137563;1.6931706255968226;0
FFF;2014B;593220;M;South East Region;Lower Than A Level;0;120;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013J;589508;F;South East Region;HE Qualification;0;60;Y;25.0;False;True;False;0.0;1.0;0.0;0.0;89.39858105408449;1.8823736878427952;0
BBB;2014J;685079;F;North Western Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;0.6;0.0;0.0;74.64201388888888;6.8234375;0
DDD;2014J;688805;F;South Region;HE Qualification;0;120;N;95.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2013J;596943;F;South East Region;A Level or Equivalent;0;30;N;65.0;True;False;False;0.0;0.8888888888888888;0.0;0.0;143.08990934186585;4.201763912416086;0
BBB;2014J;447324;F;Scotland;Lower Than A Level;0;60;N;35.0;False;True;False;0.0;0.4;0.0;0.0;37.50243902439024;1.9146341463414633;0
FFF;2013J;331417;M;Ireland;A Level or Equivalent;0;120;N;45.0;True;False;False;0.0;1.0;0.0;0.0;123.4470001443735;2.565217288959338;0
AAA;2014J;1715896;M;South Region;A Level or Equivalent;0;60;N;85.0;False;True;False;0.0;1.0;0.0;0.0;68.70628148952974;2.9868419108088595;0
GGG;2013J;549887;F;London Region;A Level or Equivalent;0;30;N;45.0;True;False;False;0.0;1.0;0.0;0.0;94.53110079177455;2.412038725655747;0
EEE;2013J;288769;F;South West Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;287258;M;Scotland;A Level or Equivalent;0;60;N;65.0;False;True;False;0.0;1.0;0.0;0.0;107.33646208378218;3.371521961158393;0
CCC;2014J;657211;M;South Region;A Level or Equivalent;0;120;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;623738;M;London Region;A Level or Equivalent;0;90;N;25.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;552284;M;East Anglian Region;A Level or Equivalent;2;120;N;85.0;True;False;False;0.0;1.0;0.0;0.0;134.5234945830184;5.4503023431594855;0
GGG;2014J;680176;F;Ireland;A Level or Equivalent;0;30;N;45.0;True;False;False;0.0;0.7777777777777778;0.0;0.0;69.2203256302521;2.1925682773109245;0
CCC;2014J;657210;M;Scotland;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;0.125;0.0;0.0;14.80625;3.720833333333333;0
EEE;2014B;629627;F;South East Region;HE Qualification;0;30;N;85.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013B;415988;M;London Region;No Formal quals;1;120;N;5.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;79.36728334154968;3.4967150745736326;0
