,code_module,code_presentation,id_student,gender,region,highest_education,num_of_prev_attempts,studied_credits,disability,final_result,imd_band_numeric,age_0-35,age_35-55,age_55<=,weighted_grade,pass_rate,exam_taken,exam_score_filled,date,sum_click
22769,FFF,2013B,476194,M,Scotland,Lower Than A Level,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,70.62985135179252,2.461364654990921
22770,FFF,2013B,476845,M,London Region,HE Qualification,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,110.15267129511317,4.339623090341284
22771,FFF,2013B,476946,F,East Midlands Region,Lower Than A Level,1,150,N,Fail,35.0,False,True,False,0.0,0.0833333333333333,0.0,0.0,18.94245283018868,2.6216981132075468
22772,FFF,2013B,477185,M,South East Region,A Level or Equivalent,0,120,N,Pass,35.0,False,True,False,0.0,1.0,0.0,0.0,87.05295358155814,3.4677341486173097
22773,FFF,2013B,477812,M,Scotland,Lower Than A Level,1,120,Y,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22774,FFF,2013B,478279,M,North Region,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,106.9382535251487,3.6075286720448014
22775,FFF,2013B,478337,F,London Region,Lower Than A Level,0,90,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,95.6679725178264,3.3800641024978972
22776,FFF,2013B,478432,M,London Region,A Level or Equivalent,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,122.72488503071536,5.341535863462988
22777,FFF,2013B,478660,M,East Midlands Region,A Level or Equivalent,0,60,N,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,86.82687569168297,2.463037716239508
22778,FFF,2013B,478685,F,Scotland,A Level or Equivalent,0,60,N,Fail,95.0,True,False,False,0.0,0.0833333333333333,0.0,0.0,13.68455882352941,2.409803921568628
22779,FFF,2013B,479057,M,North Region,Lower Than A Level,0,90,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,81.60623183929401,4.36351053919844
22780,FFF,2013B,479356,M,East Anglian Region,HE Qualification,0,150,N,Pass,95.0,False,True,False,0.0,0.6666666666666666,0.0,0.0,93.43510877721816,2.97099606990232
22781,FFF,2013B,479764,M,Yorkshire Region,Lower Than A Level,0,60,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,93.75858827817434,3.104184929752858
22782,FFF,2013B,479828,M,East Midlands Region,A Level or Equivalent,1,180,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22783,FFF,2013B,479860,M,South West Region,Lower Than A Level,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,88.67652131866713,2.885247749931502
22784,FFF,2013B,479892,M,South West Region,A Level or Equivalent,0,120,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22785,FFF,2013B,479922,M,Yorkshire Region,A Level or Equivalent,1,180,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,97.83190900106916,5.131885312172436
22786,FFF,2013B,480014,M,London Region,A Level or Equivalent,0,60,N,Distinction,75.0,False,True,False,0.0,1.0,0.0,0.0,85.28581316195296,3.4230849188629415
22787,FFF,2013B,480181,M,North Region,A Level or Equivalent,0,60,N,Withdrawn,47.11549456832475,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22788,FFF,2013B,480199,F,London Region,Lower Than A Level,1,150,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,96.6902475523214,2.8527493223814995
22789,FFF,2013B,480937,M,Yorkshire Region,Lower Than A Level,1,150,N,Pass,85.0,False,True,False,0.0,1.0,0.0,0.0,103.15977615544944,3.749651847965685
22790,FFF,2013B,480960,F,London Region,A Level or Equivalent,1,150,N,Distinction,65.0,True,False,False,0.0,1.0,0.0,0.0,94.93214581371342,2.9919078871623563
22791,FFF,2013B,480981,M,London Region,Lower Than A Level,1,120,Y,Fail,35.0,False,True,False,0.0,0.25,0.0,0.0,27.865346898179425,3.933927699754747
22792,FFF,2013B,480984,M,North Region,A Level or Equivalent,0,70,N,Pass,47.11549456832475,True,False,False,0.0,1.0,0.0,0.0,89.69225522883141,2.52361456677119
22793,FFF,2013B,481227,M,Wales,A Level or Equivalent,0,60,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22794,FFF,2013B,481367,M,North Western Region,A Level or Equivalent,1,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22795,FFF,2013B,481453,M,London Region,A Level or Equivalent,0,60,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,98.62018265077609,4.814706567863213
22796,FFF,2013B,482071,M,South Region,Lower Than A Level,0,90,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,134.80988292767626,4.058719351450745
22797,FFF,2013B,482187,F,North Region,A Level or Equivalent,0,60,N,Distinction,47.11549456832475,True,False,False,0.0,1.0,0.0,0.0,101.38075130198114,3.5676322474180835
22798,FFF,2013B,482264,F,West Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,35.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22799,FFF,2013B,482268,M,East Anglian Region,No Formal quals,1,180,N,Fail,25.0,True,False,False,0.0,0.7267809384877219,0.0,0.0,25.4,1.2
22800,FFF,2013B,482275,M,North Western Region,Lower Than A Level,1,210,N,Fail,35.0,False,True,False,0.0,0.25,0.0,0.0,37.53495502046973,2.4478970049558284
22801,FFF,2013B,482513,F,North Western Region,Lower Than A Level,0,60,N,Pass,25.0,False,True,False,0.0,1.0,0.0,0.0,77.75010908767788,3.955950597267369
22802,FFF,2013B,483117,F,East Anglian Region,Lower Than A Level,0,120,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22803,FFF,2013B,483179,M,London Region,A Level or Equivalent,1,120,N,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22804,FFF,2013B,483620,M,West Midlands Region,Lower Than A Level,1,180,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,114.0467308865871,4.275205491468095
22805,FFF,2013B,483743,M,South West Region,Lower Than A Level,1,150,N,Fail,75.0,True,False,False,0.0,0.7267809384877219,0.0,0.0,2.8205128205128207,1.6923076923076923
22806,FFF,2013B,483872,M,London Region,A Level or Equivalent,0,120,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,120.6404887335097,2.8936460268192064
22807,FFF,2013B,483997,F,North Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,111.39823904216028,3.0066257467798563
22808,FFF,2013B,484165,M,North Western Region,A Level or Equivalent,1,150,N,Fail,45.0,True,False,False,0.0,0.1666666666666666,0.0,0.0,32.30933405620313,3.1300081322851723
22809,FFF,2013B,484242,M,Wales,A Level or Equivalent,0,120,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22810,FFF,2013B,484458,F,London Region,A Level or Equivalent,0,90,N,Distinction,75.0,False,True,False,0.0,1.0,0.0,0.0,93.91267247464488,3.0106660888840375
22811,FFF,2013B,484556,M,South East Region,Lower Than A Level,0,60,Y,Fail,45.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,107.94967614125326,3.563837280522645
22812,FFF,2013B,484780,F,South East Region,Lower Than A Level,0,90,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,93.3574335591595,2.431276213732081
22813,FFF,2013B,484790,M,East Anglian Region,A Level or Equivalent,1,180,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,122.41873659904338,5.515400791687283
22814,FFF,2013B,484947,M,Ireland,A Level or Equivalent,0,90,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,110.85882258820808,3.450318311228719
22815,FFF,2013B,485412,F,West Midlands Region,A Level or Equivalent,1,210,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22816,FFF,2013B,485528,M,Yorkshire Region,A Level or Equivalent,0,60,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,82.3943355982578,2.8494093994594305
22817,FFF,2013B,485544,M,West Midlands Region,HE Qualification,0,150,N,Fail,5.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,110.81051564733544,4.1619896590012555
22818,FFF,2013B,485768,M,East Anglian Region,Lower Than A Level,0,60,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,89.93272469937261,4.136517894054452
22819,FFF,2013B,486007,F,South East Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,102.13175970228605,4.084757347915242
22820,FFF,2013B,486145,M,South Region,HE Qualification,1,120,N,Fail,45.0,True,False,False,0.0,0.25,0.0,0.0,41.877019062808536,2.804571023518392
22821,FFF,2013B,487168,F,East Midlands Region,A Level or Equivalent,0,120,N,Fail,5.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,74.01846968502723,3.482072329265967
22822,FFF,2013B,487271,M,East Midlands Region,Lower Than A Level,1,120,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22823,FFF,2013B,487636,M,North Western Region,A Level or Equivalent,0,90,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,82.55821341743872,4.210256112627346
22824,FFF,2013B,488386,F,London Region,HE Qualification,0,60,Y,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22825,FFF,2013B,488675,M,North Region,Post Graduate Qualification,0,120,N,Pass,47.11549456832475,False,True,False,0.0,1.0,0.0,0.0,119.70616501473155,2.657814229215725
22826,FFF,2013B,488968,F,South West Region,HE Qualification,1,180,N,Distinction,55.0,False,True,False,0.0,1.0,0.0,0.0,107.1543430547504,3.0879493130760847
22827,FFF,2013B,489443,M,West Midlands Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,102.672767490937,4.453417669361942
22828,FFF,2013B,490082,F,East Anglian Region,HE Qualification,0,60,N,Distinction,75.0,True,False,False,0.0,1.0,0.0,0.0,94.1507547184102,2.440575114988353
22829,FFF,2013B,490156,M,North Region,HE Qualification,1,180,N,Fail,85.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22830,FFF,2013B,490195,M,Yorkshire Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,63.83766066787168,3.2701570841904934
22831,FFF,2013B,490284,M,East Anglian Region,A Level or Equivalent,0,60,N,Fail,35.0,True,False,False,0.0,0.5833333333333334,0.0,0.0,79.67842649738877,4.902894849041913
22832,FFF,2013B,490542,F,East Anglian Region,Lower Than A Level,1,180,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22833,FFF,2013B,491004,M,Wales,A Level or Equivalent,0,60,N,Pass,45.0,False,True,False,0.0,1.0,0.0,0.0,95.96549107408649,4.333756515891043
22834,FFF,2013B,491011,M,South East Region,A Level or Equivalent,0,120,Y,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22835,FFF,2013B,491503,F,Wales,A Level or Equivalent,0,120,N,Fail,35.0,False,True,False,0.0,0.1666666666666666,0.0,0.0,21.798163418520563,3.540496567996568
22836,FFF,2013B,491636,M,East Anglian Region,Lower Than A Level,0,90,N,Pass,25.0,False,True,False,0.0,1.0,0.0,0.0,97.23333066861552,2.707762470630269
22837,FFF,2013B,492111,M,North Region,A Level or Equivalent,0,90,N,Withdrawn,47.11549456832475,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22838,FFF,2013B,494164,M,Ireland,Lower Than A Level,1,150,N,Fail,55.0,True,False,False,0.0,0.0833333333333333,0.0,0.0,1.469392230576441,2.339358813700919
22839,FFF,2013B,494165,M,Ireland,Lower Than A Level,1,120,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,88.45488537111687,4.154538324583799
22840,FFF,2013B,494340,M,Yorkshire Region,A Level or Equivalent,0,90,N,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,84.18241865343603,3.6050287851269247
22841,FFF,2013B,494443,F,London Region,Lower Than A Level,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,112.05695310684776,4.147125380353126
22842,FFF,2013B,494622,M,London Region,Lower Than A Level,0,120,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,146.45592623301738,4.602802800173917
22843,FFF,2013B,494866,M,North Western Region,Lower Than A Level,0,90,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22844,FFF,2013B,494903,M,South Region,Lower Than A Level,0,120,N,Fail,65.0,True,False,False,0.0,0.0833333333333333,0.0,0.0,36.52083333333333,3.030357142857143
22845,FFF,2013B,495318,M,North Western Region,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22846,FFF,2013B,495621,M,West Midlands Region,A Level or Equivalent,1,120,Y,Fail,5.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,62.50407335907337,3.9362709137709135
22847,FFF,2013B,495776,M,South West Region,Lower Than A Level,1,180,N,Fail,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22848,FFF,2013B,496470,M,North Region,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,108.6054349251048,4.899243219551483
22849,FFF,2013B,496491,F,London Region,Lower Than A Level,0,60,N,Distinction,25.0,True,False,False,0.0,1.0,0.0,0.0,81.83368412471128,3.659736968219793
22850,FFF,2013B,496561,M,East Anglian Region,A Level or Equivalent,0,150,N,Fail,25.0,True,False,False,0.0,0.4166666666666667,0.0,0.0,49.81020285104869,2.589240927307395
22851,FFF,2013B,496657,M,London Region,Lower Than A Level,0,60,N,Withdrawn,65.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22852,FFF,2013B,496671,F,South West Region,A Level or Equivalent,0,60,N,Fail,75.0,False,True,False,0.0,0.9166666666666666,0.0,0.0,104.61757002654517,3.3395034541508934
22853,FFF,2013B,497102,M,Scotland,HE Qualification,1,270,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,102.6626121081157,4.405387392827441
22854,FFF,2013B,497139,M,West Midlands Region,Lower Than A Level,1,210,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22855,FFF,2013B,497180,M,East Anglian Region,Lower Than A Level,0,120,N,Pass,25.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,78.31668356495382,4.57760448858945
22856,FFF,2013B,497211,M,East Anglian Region,A Level or Equivalent,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,85.58066540374487,2.618708443964081
22857,FFF,2013B,497226,M,South West Region,Lower Than A Level,0,60,N,Fail,45.0,True,False,False,0.0,0.5833333333333334,0.0,0.0,85.54787489557226,3.646658312447786
22858,FFF,2013B,497410,M,South Region,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,101.87641085332238,3.0539857149278156
22859,FFF,2013B,497855,M,North Region,A Level or Equivalent,0,60,N,Fail,47.11549456832475,True,False,False,0.0,0.3333333333333333,0.0,0.0,19.15890806112007,3.5672569238132965
22860,FFF,2013B,497891,M,London Region,Lower Than A Level,0,180,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22861,FFF,2013B,497897,F,West Midlands Region,No Formal quals,1,120,N,Fail,15.0,True,False,False,0.0,0.5,0.0,0.0,66.83702273421024,5.030433386058386
22862,FFF,2013B,498269,F,East Anglian Region,Lower Than A Level,0,60,Y,Pass,75.0,False,True,False,0.0,1.0,0.0,0.0,99.7855881622494,3.136147285094899
22863,FFF,2013B,498554,M,South West Region,Lower Than A Level,0,60,N,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,106.23584098694435,3.9969435090806944
22864,FFF,2013B,498578,F,South West Region,A Level or Equivalent,0,150,N,Fail,25.0,True,False,False,0.0,1.0,0.0,0.0,108.58912821700784,3.17315555228792
22865,FFF,2013B,498636,M,South Region,Lower Than A Level,0,60,Y,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22866,FFF,2013B,499244,M,South Region,Lower Than A Level,1,180,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22867,FFF,2013B,499354,M,Wales,A Level or Equivalent,1,120,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,96.27628876823614,4.262992304586796
22868,FFF,2013B,499372,M,London Region,A Level or Equivalent,1,120,Y,Fail,15.0,False,True,False,0.0,1.0,0.0,0.0,73.6880956911064,3.4088227784704146
22869,FFF,2013B,499419,M,South West Region,A Level or Equivalent,1,180,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22870,FFF,2013B,499993,M,East Anglian Region,Lower Than A Level,0,60,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,92.838570681173,3.4516602579268643
22871,FFF,2013B,500230,M,West Midlands Region,Lower Than A Level,0,60,N,Distinction,65.0,True,False,False,0.0,1.0,0.0,0.0,109.55134415931737,3.276917000554584
22872,FFF,2013B,500652,M,East Anglian Region,Lower Than A Level,0,60,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,73.19493640209349,2.992066970490718
22873,FFF,2013B,501302,F,Scotland,HE Qualification,0,90,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22874,FFF,2013B,501411,M,London Region,A Level or Equivalent,0,60,N,Withdrawn,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22875,FFF,2013B,501493,M,North Western Region,Lower Than A Level,1,270,Y,Fail,15.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,42.47910052910053,2.818535052910053
22876,FFF,2013B,501755,M,South Region,Lower Than A Level,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22877,FFF,2013B,501869,M,North Western Region,A Level or Equivalent,0,120,N,Fail,5.0,True,False,False,0.0,0.1666666666666666,0.0,0.0,18.770107226107225,2.300664668664669
22878,FFF,2013B,502361,M,West Midlands Region,Lower Than A Level,0,120,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22879,FFF,2013B,502512,M,East Midlands Region,HE Qualification,1,180,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,49.69876189874864,2.1961101308979885
22880,FFF,2013B,502517,M,West Midlands Region,A Level or Equivalent,1,120,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22881,FFF,2013B,502531,M,South Region,Lower Than A Level,1,300,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22882,FFF,2013B,502900,M,East Anglian Region,A Level or Equivalent,0,120,N,Fail,55.0,True,False,False,0.0,1.0,0.0,0.0,84.96555438151591,5.390737296891143
22883,FFF,2013B,502973,M,South East Region,Lower Than A Level,0,120,N,Fail,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22884,FFF,2013B,503134,F,London Region,A Level or Equivalent,1,240,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22885,FFF,2013B,503544,M,North Western Region,HE Qualification,0,90,N,Fail,5.0,False,True,False,0.0,0.9166666666666666,0.0,0.0,112.6688284695542,3.307704852253051
22886,FFF,2013B,503668,F,London Region,Lower Than A Level,1,180,N,Pass,55.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,138.85852062040888,4.277226387999629
22887,FFF,2013B,504157,F,South East Region,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,87.88040481488872,3.56152862032554
22888,FFF,2013B,504162,M,Yorkshire Region,Lower Than A Level,0,60,Y,Pass,95.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,100.16401497767272,3.823782066522533
22889,FFF,2013B,504190,M,London Region,HE Qualification,1,120,N,Fail,25.0,False,True,False,0.0,0.7267809384877219,0.0,0.0,3.0,3.0
22890,FFF,2013B,504200,M,Scotland,Lower Than A Level,0,60,Y,Fail,5.0,True,False,False,0.0,0.0833333333333333,0.0,0.0,8.913279150043856,2.1006585462467817
22891,FFF,2013B,504231,M,South Region,A Level or Equivalent,0,60,Y,Fail,95.0,True,False,False,0.0,1.0,0.0,0.0,77.56610281023325,3.2708766716375415
22892,FFF,2013B,504243,F,North Region,A Level or Equivalent,1,150,N,Pass,47.11549456832475,True,False,False,0.0,0.9166666666666666,0.0,0.0,100.4273356558082,2.481881437701023
22893,FFF,2013B,504533,M,East Midlands Region,A Level or Equivalent,1,120,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,88.45055924535934,2.726359188028503
22894,FFF,2013B,504737,F,West Midlands Region,A Level or Equivalent,0,120,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,119.71729967098544,4.40300136299764
22895,FFF,2013B,504741,M,Scotland,HE Qualification,0,75,Y,Withdrawn,95.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22896,FFF,2013B,504824,M,Yorkshire Region,Lower Than A Level,1,120,N,Fail,95.0,True,False,False,0.0,0.7267809384877219,0.0,0.0,6.759398496240601,2.5787593984962407
22897,FFF,2013B,504956,M,Scotland,HE Qualification,0,60,Y,Withdrawn,35.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22898,FFF,2013B,505002,M,London Region,A Level or Equivalent,0,60,N,Fail,15.0,True,False,False,0.0,0.25,0.0,0.0,31.475473227227617,3.6033745331990943
22899,FFF,2013B,505199,M,London Region,Lower Than A Level,1,120,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,115.11232776794574,4.2802392156324744
22900,FFF,2013B,505244,M,North Western Region,A Level or Equivalent,1,120,N,Withdrawn,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22901,FFF,2013B,505315,F,South West Region,No Formal quals,1,180,N,Pass,35.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,45.207775866712446,2.6390515752142494
22902,FFF,2013B,505333,M,Wales,Lower Than A Level,1,120,N,Fail,5.0,True,False,False,0.0,0.7267809384877219,0.0,0.0,93.29411764705884,3.5294117647058822
22903,FFF,2013B,505488,M,Yorkshire Region,A Level or Equivalent,1,180,N,Pass,55.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,106.87266135620916,4.377379493464052
22904,FFF,2013B,505501,F,London Region,Lower Than A Level,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22905,FFF,2013B,505508,M,Yorkshire Region,A Level or Equivalent,0,60,N,Distinction,75.0,True,False,False,0.0,1.0,0.0,0.0,99.42633485020043,2.640098550270418
22906,FFF,2013B,506092,F,East Midlands Region,Lower Than A Level,0,120,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22907,FFF,2013B,506321,M,South East Region,A Level or Equivalent,0,120,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,96.41748526814315,5.625981060849482
22908,FFF,2013B,506412,M,East Anglian Region,A Level or Equivalent,1,120,N,Fail,95.0,True,False,False,0.0,1.0,0.0,0.0,68.39794002270386,3.3936898992065734
22909,FFF,2013B,506930,M,East Midlands Region,Lower Than A Level,0,120,N,Fail,5.0,True,False,False,0.0,0.1666666666666666,0.0,0.0,71.93359280292778,4.279923114652179
22910,FFF,2013B,507034,M,South Region,Post Graduate Qualification,0,60,N,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,90.03746427657131,2.845105896392512
22911,FFF,2013B,508068,M,Wales,HE Qualification,1,210,N,Pass,65.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,116.21122878484728,3.578895905028678
22912,FFF,2013B,508288,M,East Anglian Region,Lower Than A Level,1,120,Y,Fail,15.0,True,False,False,0.0,0.7267809384877219,0.0,0.0,16.0,1.0
22913,FFF,2013B,508572,M,Ireland,A Level or Equivalent,0,60,N,Fail,55.0,False,True,False,0.0,1.0,0.0,0.0,88.1294959624258,6.046237301894417
22914,FFF,2013B,508749,M,South West Region,Lower Than A Level,1,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22915,FFF,2013B,508830,M,Ireland,A Level or Equivalent,0,120,N,Pass,47.11549456832475,True,False,False,0.0,0.9166666666666666,0.0,0.0,86.71719771042768,3.045828395987161
22916,FFF,2013B,508927,M,East Anglian Region,Lower Than A Level,0,60,N,Fail,65.0,True,False,False,0.0,0.5,0.0,0.0,40.5684408659297,3.124914965986395
22917,FFF,2013B,509177,M,Yorkshire Region,Lower Than A Level,1,180,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22918,FFF,2013B,509535,M,North Region,A Level or Equivalent,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22919,FFF,2013B,510027,M,Ireland,Lower Than A Level,1,150,N,Fail,45.0,False,True,False,0.0,0.1666666666666666,0.0,0.0,20.105306659152813,2.0503893898124668
22920,FFF,2013B,510186,M,North Region,HE Qualification,1,180,N,Pass,47.11549456832475,True,False,False,0.0,1.0,0.0,0.0,108.8745498922341,3.884064480052981
22921,FFF,2013B,510335,M,Scotland,A Level or Equivalent,0,120,N,Pass,65.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,114.14661001094544,3.329701978752612
22922,FFF,2013B,510693,M,Yorkshire Region,A Level or Equivalent,0,60,N,Fail,35.0,True,False,False,0.0,0.8333333333333334,0.0,0.0,107.15233626886852,3.215944979453044
22923,FFF,2013B,510759,M,East Midlands Region,Lower Than A Level,0,120,N,Pass,25.0,False,True,False,0.0,1.0,0.0,0.0,66.37628815246687,3.622133817761344
22924,FFF,2013B,510883,M,East Anglian Region,Lower Than A Level,0,60,Y,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,88.16799132645015,3.5620730313676026
22925,FFF,2013B,511005,F,Yorkshire Region,Lower Than A Level,0,60,N,Withdrawn,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
22926,FFF,2013B,511340,M,Ireland,Lower Than A Level,0,120,N,Fail,25.0,True,False,False,0.0,0.7267809384877219,0.0,0.0,1.0,2.547619047619047
22927,FFF,2013B,511762,M,North Region,Lower Than A Level,1,270,Y,Distinction,15.0,True,False,False,0.0,1.0,0.0,0.0,108.95593897114288,2.6766944358336917
22928,FFF,2013B,511990,F,West Midlands Region,A Level or Equivalent,1,120,N,Fail,65.0,True,False,False,0.0,0.0833333333333333,0.0,0.0,45.682594417077176,2.537068965517242
22929,FFF,2013B,512305,M,London Region,Lower Than A Level,1,150,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
22930,FFF,2013B,512961,M,London Region,A Level or Equivalent,0,60,N,Fail,65.0,True,False,False,0.0,0.1666666666666666,0.0,0.0,18.37050189393939,4.1004261363636365
22931,FFF,2013B,513172,M,Ireland,Lower Than A Level,0,120,N,Fail,85.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,70.12516811153567,2.6007539340153665
22932,FFF,2013B,513266,M,North Region,Lower Than A Level,1,120,N,Pass,47.11549456832475,True,False,False,0.0,1.0,0.0,0.0,117.78874861037286,2.226496594646972
22933,FFF,2013B,513268,M,Ireland,Lower Than A Level,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,137.63596867330742,4.062513115056943
22934,FFF,2013B,513428,F,Wales,A Level or Equivalent,1,120,N,Fail,5.0,True,False,False,0.0,0.75,0.0,0.0,115.89543134425936,3.1229424690847605
